"age","annual_income","credit_score","city","has_lyft","Y"
30,35.469,597,"Kirkland",1,0
37,61.661,500,"Kirkland",0,0
43,19.71,498,"Redmond",1,0
30,100.189,631,"Kirkland",0,1
59,40.802,728,"Kirkland",1,0
34,41.082,799,"Bellevue",0,0
51,35.819,510,"Bellevue",1,0
67,49.514,709,"Kirkland",0,0
54,70.043,799,"Bellevue",0,1
35,152.195,618,"Bellevue",1,1
64,77.378,614,"Redmond",1,0
62,99.419,745,"Bellevue",1,1
52,41.168,653,"Kirkland",1,0
39,52.814,548,"Bellevue",0,1
26,85.117,669,"Redmond",1,0
59,65.814,698,"Redmond",0,0
20,36.678,596,"Redmond",1,0
37,86.25,461,"Kirkland",0,0
27,152.384,724,"Bellevue",1,0
19,50.818,562,"Redmond",1,1
43,108.13,529,"Bellevue",1,1
50,80.707,685,"Kirkland",0,0
39,91.438,396,"Redmond",0,1
42,38.584,628,"Kirkland",0,0
20,30.466,573,"Redmond",1,0
65,88.297,787,"Bellevue",1,0
43,50.838,661,"Redmond",0,1
57,134.945,741,"Kirkland",1,0
58,24.44,688,"Bellevue",0,1
35,67.693,707,"Redmond",1,1
25,35.541,587,"Kirkland",0,0
33,65.299,549,"Redmond",1,0
27,84.502,668,"Redmond",0,0
40,30.567,645,"Bellevue",0,1
52,30.805,773,"Kirkland",0,0
40,66.43,627,"Redmond",1,0
29,46.454,590,"Kirkland",0,0
65,52.545,547,"Redmond",0,1
48,41.027,745,"Redmond",0,1
67,62.154,475,"Redmond",0,0
65,71.825,799,"Bellevue",1,1
68,49.902,799,"Kirkland",1,0
51,41.211,578,"Bellevue",1,0
63,37.036,519,"Kirkland",1,0
18,35.092,633,"Bellevue",0,0
55,41.655,508,"Bellevue",0,0
45,65.167,624,"Bellevue",0,1
58,54.908,674,"Bellevue",0,1
18,65.917,644,"Kirkland",1,1
27,42.204,698,"Redmond",1,0
55,56.652,603,"Redmond",1,0
48,71.525,709,"Bellevue",1,0
40,19.08,694,"Redmond",0,0
41,183.136,648,"Bellevue",1,1
43,52.208,606,"Bellevue",0,1
19,34.532,545,"Kirkland",0,0
31,73.949,719,"Kirkland",0,1
39,44.205,559,"Bellevue",1,0
40,30.65,472,"Bellevue",1,0
48,62.707,688,"Bellevue",0,1
46,25.309,572,"Redmond",1,0
21,47.149,617,"Kirkland",1,0
57,46.167,770,"Kirkland",1,0
53,42.488,700,"Bellevue",1,0
27,42.632,703,"Redmond",1,1
61,63.232,732,"Redmond",1,0
27,42.06,727,"Bellevue",0,0
58,51.45,791,"Redmond",0,1
52,80.7,675,"Bellevue",1,0
51,50.784,636,"Redmond",1,0
24,29.744,514,"Bellevue",1,0
54,61.104,634,"Kirkland",0,0
29,46.823,735,"Redmond",1,0
37,45.615,705,"Kirkland",1,0
53,92.061,638,"Bellevue",0,1
45,47.773,760,"Bellevue",0,1
50,124.651,746,"Redmond",0,1
61,57.308,781,"Redmond",1,1
20,72.187,617,"Redmond",0,1
62,51.774,750,"Bellevue",0,1
53,58.638,548,"Bellevue",0,1
69,72.539,796,"Kirkland",0,1
69,132.989,792,"Bellevue",1,1
65,147.334,638,"Redmond",1,1
62,101.002,688,"Bellevue",0,1
52,37.19,708,"Bellevue",1,0
28,54.64,682,"Redmond",1,1
20,26.085,649,"Redmond",0,1
67,106.671,681,"Bellevue",1,1
70,119.528,708,"Bellevue",1,1
22,35.613,667,"Bellevue",0,0
60,47.475,557,"Redmond",0,0
58,56.894,571,"Kirkland",0,0
50,48.789,799,"Redmond",1,0
43,38.531,689,"Kirkland",1,0
42,130.801,664,"Kirkland",0,1
39,113.834,556,"Bellevue",0,1
53,70.363,700,"Bellevue",0,0
61,71.973,588,"Redmond",0,0
27,129.957,595,"Kirkland",1,0
59,43.203,558,"Kirkland",1,0
30,22.113,739,"Kirkland",0,0
31,51.631,665,"Bellevue",0,1
41,52.859,757,"Bellevue",1,0
51,97.887,709,"Redmond",0,1
55,28.683,782,"Bellevue",0,1
19,24.384,540,"Kirkland",1,0
19,67.769,640,"Bellevue",1,1
65,87.002,782,"Kirkland",1,1
53,98.482,598,"Redmond",0,1
56,26.182,776,"Bellevue",1,1
48,47.231,665,"Redmond",0,1
42,138.231,728,"Kirkland",0,1
26,58.169,771,"Bellevue",0,1
28,86.194,540,"Redmond",0,1
25,63.864,563,"Redmond",1,0
57,134.468,608,"Kirkland",0,1
46,66.344,626,"Redmond",0,1
29,29.312,710,"Kirkland",0,0
39,196.835,637,"Kirkland",0,1
67,36.205,789,"Kirkland",0,0
62,44.048,799,"Redmond",0,1
55,27.801,573,"Redmond",1,0
64,57.687,626,"Kirkland",1,0
30,40.031,725,"Redmond",1,0
28,89.491,774,"Kirkland",1,1
35,91.066,704,"Bellevue",0,0
47,121.831,657,"Bellevue",0,0
37,18.03,698,"Redmond",0,0
59,159.205,651,"Bellevue",0,1
57,78.079,598,"Redmond",0,1
40,30.192,414,"Redmond",1,0
29,38.807,628,"Bellevue",0,0
36,131.533,775,"Bellevue",0,1
65,54.885,625,"Redmond",0,1
50,162.222,744,"Kirkland",1,1
53,55.282,637,"Kirkland",1,1
61,39.054,799,"Kirkland",1,0
48,42.44,667,"Bellevue",0,1
53,55.712,640,"Redmond",1,0
63,75.77,732,"Bellevue",0,1
54,120.787,567,"Redmond",1,0
59,43.783,594,"Bellevue",1,0
32,64.57,582,"Bellevue",0,1
59,52.374,608,"Bellevue",1,0
27,61.937,719,"Kirkland",0,1
54,59.768,649,"Redmond",1,1
54,73.457,709,"Kirkland",0,0
50,54.209,643,"Bellevue",0,1
34,47.984,660,"Kirkland",1,0
31,51.567,501,"Bellevue",0,1
56,66.763,799,"Redmond",0,0
34,50.928,799,"Bellevue",0,0
25,64.31,530,"Kirkland",0,0
70,47.938,584,"Redmond",0,0
53,40.476,670,"Bellevue",0,0
22,115.808,725,"Bellevue",0,1
20,13.208,799,"Bellevue",0,0
63,39.793,632,"Kirkland",0,1
35,39.376,799,"Redmond",0,1
26,34.8,586,"Kirkland",0,0
37,38.444,585,"Bellevue",0,0
51,47.943,672,"Kirkland",0,0
40,122.759,408,"Kirkland",0,1
46,74.981,501,"Redmond",0,0
64,73.759,546,"Redmond",0,0
69,70.257,725,"Bellevue",1,1
43,26.609,650,"Bellevue",1,0
39,40.283,596,"Kirkland",0,1
36,93.568,539,"Kirkland",0,0
33,115.18,755,"Bellevue",0,1
39,61.681,694,"Kirkland",0,1
26,48.264,624,"Redmond",1,1
52,112.373,713,"Bellevue",1,0
56,67.6,739,"Bellevue",1,1
32,54.529,770,"Kirkland",1,1
55,54.588,732,"Bellevue",0,1
37,96.203,785,"Bellevue",1,0
24,87.263,736,"Kirkland",1,1
62,47.776,617,"Kirkland",1,0
39,80.996,701,"Kirkland",1,0
48,92.898,564,"Bellevue",0,0
19,36.219,485,"Bellevue",1,1
21,71.313,577,"Kirkland",1,1
26,85.567,626,"Redmond",0,0
42,120.249,478,"Bellevue",1,0
24,44.534,707,"Bellevue",1,1
64,52.603,799,"Kirkland",0,0
61,101.614,740,"Redmond",0,1
25,82.22,608,"Kirkland",0,0
37,125.437,503,"Kirkland",0,1
56,58.597,567,"Kirkland",1,1
30,99.522,764,"Bellevue",1,0
68,71.701,786,"Redmond",1,0
46,86.261,615,"Kirkland",0,0
38,91.7,799,"Redmond",1,1
24,44.364,622,"Kirkland",0,1
54,39.314,631,"Kirkland",1,0
28,78.149,624,"Bellevue",1,1
19,72.952,369,"Redmond",1,0
18,105.69,610,"Bellevue",1,1
45,69.915,675,"Redmond",0,0
55,64.792,638,"Bellevue",1,0
43,73.555,595,"Redmond",1,0
39,48.214,600,"Bellevue",1,0
30,27.629,614,"Bellevue",0,0
44,77.922,558,"Bellevue",0,0
60,71.675,769,"Bellevue",0,1
64,104.288,498,"Bellevue",0,1
45,33.045,790,"Redmond",0,1
21,30.464,514,"Kirkland",1,0
33,65.883,776,"Redmond",0,1
70,56.258,696,"Kirkland",1,0
35,21.855,685,"Kirkland",1,0
19,50.042,762,"Redmond",0,1
49,43.959,562,"Bellevue",0,0
57,96.977,713,"Kirkland",1,0
68,46.61,588,"Redmond",0,1
39,152.052,554,"Kirkland",0,1
36,30.669,648,"Kirkland",0,0
44,13.948,637,"Redmond",0,1
53,94.191,709,"Kirkland",0,0
31,179.412,563,"Bellevue",0,1
20,39.915,673,"Bellevue",1,0
24,58.113,606,"Bellevue",0,1
66,106.709,704,"Redmond",0,1
24,150.423,570,"Kirkland",0,0
55,79.53,712,"Kirkland",0,0
41,163.519,605,"Bellevue",1,0
68,31.075,594,"Redmond",0,1
63,60.733,641,"Redmond",1,0
40,36.685,624,"Kirkland",0,0
35,64.11,799,"Kirkland",0,1
67,35.84,643,"Redmond",0,0
50,71.488,617,"Kirkland",0,0
20,33.43,752,"Kirkland",1,1
22,110.546,654,"Bellevue",1,1
47,40.326,723,"Bellevue",1,1
56,97.549,721,"Redmond",1,1
49,35.53,661,"Kirkland",1,0
54,83.645,669,"Bellevue",1,0
36,63.011,650,"Bellevue",0,0
45,50.342,604,"Kirkland",1,0
53,67.891,600,"Redmond",0,1
42,69.759,799,"Kirkland",0,1
19,72.832,583,"Redmond",1,0
29,57.597,731,"Kirkland",0,1
50,89.993,728,"Redmond",1,0
69,54.749,567,"Kirkland",0,1
52,157.632,603,"Bellevue",1,1
39,28.576,754,"Bellevue",1,0
45,74.415,639,"Redmond",1,0
27,55.458,509,"Bellevue",1,1
46,46.871,500,"Bellevue",0,0
69,64.963,634,"Kirkland",0,1
22,53.228,789,"Kirkland",0,1
46,119.809,723,"Kirkland",1,1
67,51.226,532,"Bellevue",0,0
29,20.62,572,"Redmond",1,0
35,26.051,799,"Kirkland",1,0
53,86.937,691,"Kirkland",0,0
43,79.723,672,"Bellevue",0,1
21,46.404,754,"Bellevue",0,1
50,86.91,665,"Bellevue",0,1
59,30.774,735,"Kirkland",0,0
53,44.719,799,"Kirkland",0,0
28,53.211,656,"Bellevue",1,0
65,45.744,799,"Redmond",0,0
59,48.807,546,"Kirkland",0,0
54,158.388,655,"Redmond",1,1
53,22.099,672,"Bellevue",1,1
19,29.935,718,"Kirkland",0,0
43,40.857,635,"Bellevue",0,1
39,78.503,642,"Bellevue",0,1
57,46.888,670,"Bellevue",1,0
66,65.68,538,"Bellevue",1,0
19,39.728,596,"Bellevue",0,1
22,47.29,758,"Redmond",1,0
42,105.417,706,"Kirkland",1,0
36,137.767,767,"Redmond",0,1
62,134.393,626,"Bellevue",1,1
34,154.801,596,"Redmond",0,1
38,29.925,637,"Kirkland",0,1
37,95.968,799,"Redmond",0,1
57,48.158,642,"Bellevue",0,1
32,46.404,573,"Redmond",1,0
67,148.167,478,"Bellevue",0,1
56,89.238,645,"Kirkland",0,1
37,80.981,493,"Bellevue",0,1
37,105.623,408,"Bellevue",0,1
24,66.368,670,"Kirkland",1,0
64,54.344,647,"Bellevue",1,0
46,46.737,499,"Bellevue",0,1
58,64.867,625,"Redmond",0,0
39,52.839,686,"Redmond",0,1
44,44.397,799,"Kirkland",0,1
45,124.6,566,"Bellevue",1,1
34,48.435,618,"Bellevue",0,1
20,45.916,725,"Redmond",0,1
63,61.285,701,"Kirkland",1,0
31,47.86,723,"Redmond",1,1
52,56.428,595,"Bellevue",1,1
30,29.454,579,"Kirkland",1,0
51,40.815,649,"Redmond",0,1
22,81.71,799,"Kirkland",1,0
23,41.045,715,"Redmond",0,1
26,51.762,658,"Redmond",0,1
46,40.705,522,"Redmond",0,1
47,41.595,799,"Bellevue",0,1
18,28.541,759,"Bellevue",1,0
59,44.179,664,"Redmond",1,1
26,61.381,658,"Bellevue",0,1
51,104.78,620,"Kirkland",1,0
35,76.511,564,"Kirkland",0,1
35,58.75,522,"Redmond",1,1
56,36.493,568,"Bellevue",0,1
30,42.839,693,"Kirkland",0,0
20,48.003,618,"Bellevue",0,0
52,38.195,573,"Bellevue",0,0
41,33.202,607,"Bellevue",1,0
57,99.311,568,"Bellevue",0,0
30,80.026,664,"Bellevue",0,1
26,27.615,589,"Redmond",1,0
34,47.177,620,"Redmond",0,0
49,62.127,457,"Kirkland",0,0
65,39.258,683,"Kirkland",0,0
63,46.186,559,"Kirkland",1,0
22,336.077,710,"Bellevue",0,1
43,44.286,799,"Bellevue",0,0
55,71.223,662,"Redmond",1,0
38,68.046,750,"Kirkland",1,1
28,84.732,799,"Redmond",0,1
36,84.436,725,"Bellevue",1,1
63,38.818,528,"Redmond",1,0
20,57.676,799,"Kirkland",1,0
47,73.417,538,"Kirkland",0,0
69,68.019,773,"Redmond",1,1
63,40.35,711,"Redmond",0,0
57,74.976,534,"Bellevue",1,0
40,53.225,553,"Bellevue",0,1
53,52.66,722,"Kirkland",0,0
43,61.005,650,"Redmond",1,0
36,64.66,600,"Bellevue",0,1
28,57.858,798,"Redmond",0,1
58,80.499,546,"Redmond",1,1
61,70.317,481,"Bellevue",0,0
50,50.703,682,"Redmond",1,0
59,71.542,649,"Redmond",0,1
32,99.538,609,"Kirkland",1,1
40,99.483,410,"Bellevue",1,1
46,42.866,540,"Redmond",0,1
56,89.201,609,"Redmond",0,0
25,64.03,523,"Bellevue",0,1
49,137.457,734,"Bellevue",0,1
70,34.604,669,"Redmond",1,1
64,87.507,534,"Bellevue",0,1
22,70.231,634,"Kirkland",0,1
35,98.338,638,"Kirkland",1,0
34,135.443,602,"Kirkland",1,0
55,43.479,707,"Redmond",1,0
30,92.371,595,"Bellevue",1,1
40,103.657,548,"Kirkland",1,0
56,73.62,768,"Bellevue",0,1
66,65.923,635,"Redmond",0,0
67,18.953,518,"Kirkland",1,0
50,77.126,799,"Redmond",0,1
48,24.665,591,"Bellevue",1,0
60,92.398,799,"Bellevue",0,1
40,78.362,683,"Bellevue",0,0
44,30.268,684,"Kirkland",0,1
25,45.422,781,"Redmond",1,0
43,28.955,655,"Redmond",1,1
21,55.888,669,"Kirkland",0,0
54,53.374,733,"Bellevue",1,0
62,112.199,712,"Kirkland",1,0
32,32.582,643,"Kirkland",1,0
39,47.903,674,"Bellevue",1,1
67,41.576,458,"Bellevue",0,0
57,64.508,698,"Kirkland",0,0
64,56.68,478,"Bellevue",1,0
35,37.874,590,"Redmond",1,0
27,66.588,612,"Kirkland",0,0
57,63.078,554,"Redmond",1,0
27,139.493,703,"Redmond",0,1
59,60.916,611,"Kirkland",1,0
59,66.015,670,"Kirkland",1,0
68,66.13,585,"Kirkland",0,0
49,58.805,604,"Kirkland",0,0
53,31.996,575,"Kirkland",0,0
59,73.94,548,"Kirkland",1,1
57,39.517,752,"Redmond",1,0
33,76.846,644,"Redmond",0,1
52,70.891,700,"Kirkland",0,0
53,96.207,567,"Bellevue",0,0
51,38.837,620,"Redmond",0,1
66,56.189,703,"Bellevue",1,0
45,51.099,747,"Redmond",0,1
44,139.313,581,"Bellevue",0,1
48,63.74,740,"Redmond",1,0
34,48.719,573,"Redmond",1,0
18,42.779,691,"Kirkland",1,0
68,110.072,681,"Bellevue",0,1
65,97.515,760,"Bellevue",0,1
34,57.37,718,"Redmond",0,1
38,48.682,728,"Kirkland",1,1
36,37.608,464,"Bellevue",0,0
50,71.432,548,"Bellevue",0,0
54,76.011,792,"Bellevue",0,1
51,89.69,771,"Bellevue",0,1
38,44.01,642,"Redmond",1,1
46,66.58,647,"Bellevue",0,1
42,54.148,594,"Kirkland",0,0
21,45.986,779,"Kirkland",0,0
49,85.475,615,"Bellevue",0,1
50,36.615,689,"Bellevue",1,0
21,50.895,642,"Redmond",0,1
47,27.69,787,"Kirkland",0,0
39,43.948,751,"Bellevue",1,1
41,28.178,608,"Bellevue",1,0
22,92.447,400,"Redmond",1,0
65,68.072,637,"Bellevue",0,1
36,36.702,444,"Redmond",1,0
50,66.478,651,"Bellevue",0,0
36,61.89,530,"Bellevue",0,1
45,69.096,696,"Redmond",1,1
33,45.524,647,"Redmond",0,0
27,87.466,681,"Kirkland",1,0
42,68.307,494,"Kirkland",1,0
63,33.779,759,"Kirkland",1,0
50,37.247,718,"Bellevue",1,1
60,55.162,799,"Bellevue",0,1
55,82.004,636,"Bellevue",0,1
51,101.964,560,"Redmond",0,1
67,140.969,560,"Redmond",0,1
62,84.715,431,"Redmond",1,0
26,101.406,799,"Bellevue",0,1
51,43.756,699,"Redmond",1,1
56,29.783,670,"Bellevue",0,0
27,166.661,607,"Redmond",0,1
54,155.317,531,"Bellevue",1,1
64,58.905,799,"Bellevue",0,1
33,26.718,635,"Bellevue",0,1
38,20.992,721,"Redmond",0,1
45,96.687,799,"Kirkland",1,1
41,62.882,559,"Bellevue",0,1
42,80.688,620,"Kirkland",0,1
62,82.605,660,"Redmond",1,1
28,52.633,674,"Redmond",0,1
39,50.126,600,"Redmond",0,1
61,65.698,629,"Redmond",1,1
31,25.611,717,"Bellevue",0,1
40,63.425,580,"Redmond",1,0
52,78.35,799,"Bellevue",0,1
50,79.67,681,"Redmond",0,1
25,94.536,609,"Redmond",1,0
55,70.413,513,"Kirkland",1,0
31,85.272,668,"Kirkland",1,0
27,48.442,695,"Redmond",1,0
42,110.224,713,"Bellevue",0,0
49,47.052,718,"Bellevue",0,0
69,71.714,690,"Redmond",0,1
57,62.135,702,"Bellevue",1,0
60,69.637,790,"Bellevue",0,1
64,71.525,650,"Kirkland",0,1
25,46.331,611,"Redmond",0,1
28,29.497,631,"Kirkland",0,1
62,127.647,669,"Kirkland",0,1
46,230.121,799,"Bellevue",0,1
19,73.115,638,"Bellevue",1,1
44,34.802,714,"Redmond",1,0
34,44.656,676,"Kirkland",1,1
60,37.319,605,"Kirkland",1,0
55,56.401,799,"Kirkland",1,0
21,81.946,785,"Kirkland",1,0
63,101.636,604,"Bellevue",1,0
50,76.38,599,"Kirkland",0,0
23,52.399,588,"Redmond",1,0
60,82.291,649,"Bellevue",0,0
60,122.658,726,"Bellevue",0,1
55,55.423,693,"Kirkland",1,0
25,49.899,702,"Bellevue",0,1
54,116.826,506,"Redmond",1,1
44,17.161,563,"Bellevue",1,0
37,71.582,711,"Kirkland",0,0
62,20.007,701,"Kirkland",0,1
44,66.254,764,"Kirkland",1,1
34,63.353,741,"Redmond",0,1
67,43.972,445,"Kirkland",1,0
67,55.366,534,"Bellevue",0,1
38,26.941,499,"Kirkland",0,0
45,47.525,592,"Redmond",1,1
69,104.356,677,"Kirkland",1,0
38,35.662,743,"Kirkland",1,0
34,84.832,726,"Kirkland",1,0
44,158.537,741,"Kirkland",0,1
60,48.165,639,"Bellevue",1,0
63,119.842,618,"Kirkland",1,1
37,43.338,715,"Bellevue",0,1
25,39.753,767,"Bellevue",1,1
37,51.814,799,"Kirkland",1,1
51,77.419,640,"Redmond",1,0
25,49.733,751,"Bellevue",0,1
59,42.883,772,"Redmond",0,1
45,176.374,795,"Redmond",1,1
55,79.399,734,"Kirkland",0,1
48,51.404,637,"Bellevue",1,1
58,144.626,696,"Redmond",1,0
61,156.796,592,"Redmond",0,1
45,59.022,670,"Bellevue",1,1
40,96.595,747,"Kirkland",0,1
39,57.341,743,"Kirkland",0,0
42,90.01,799,"Redmond",1,1
56,27.246,620,"Redmond",0,0
18,43.728,687,"Bellevue",1,0
64,35.455,486,"Kirkland",1,0
47,37.991,661,"Bellevue",0,0
43,63.184,740,"Kirkland",1,0
37,59.215,411,"Redmond",1,0
57,36.756,642,"Kirkland",0,0
28,37.543,659,"Bellevue",0,1
69,61.066,571,"Bellevue",1,1
57,31.211,751,"Kirkland",0,0
35,58.042,781,"Kirkland",0,0
32,25.398,770,"Redmond",0,1
31,97.346,614,"Bellevue",1,1
63,43.291,639,"Kirkland",0,0
30,94.572,578,"Kirkland",0,1
22,65.609,490,"Bellevue",1,0
28,114.086,567,"Bellevue",1,1
54,71.615,680,"Bellevue",0,1
45,57.126,632,"Kirkland",1,0
28,48.1,689,"Redmond",1,1
45,28.14,715,"Kirkland",0,0
48,45.661,566,"Redmond",1,0
20,42.315,635,"Kirkland",0,1
69,124.717,632,"Bellevue",1,0
47,30.439,749,"Kirkland",0,0
39,120.999,650,"Bellevue",1,0
68,41.113,671,"Redmond",1,0
44,121.419,739,"Bellevue",1,1
54,96.686,652,"Bellevue",0,1
69,40.701,799,"Bellevue",1,0
38,86.651,497,"Bellevue",1,1
47,63.652,679,"Kirkland",0,1
59,30.17,651,"Redmond",0,0
59,177.524,623,"Redmond",0,1
23,64.333,676,"Kirkland",1,1
30,31.576,768,"Redmond",0,0
45,78.308,659,"Kirkland",0,1
44,32.529,659,"Redmond",0,0
34,54.434,646,"Bellevue",0,1
70,57.491,574,"Bellevue",1,0
60,57.117,767,"Bellevue",0,1
21,99.652,669,"Kirkland",1,1
67,77.343,628,"Kirkland",1,0
35,31.52,627,"Bellevue",1,0
34,36.163,638,"Redmond",1,0
21,110.476,577,"Bellevue",0,1
41,69.219,690,"Bellevue",1,0
38,55.019,426,"Kirkland",0,0
60,94.032,643,"Kirkland",0,1
47,54.357,663,"Redmond",0,1
38,33.199,557,"Kirkland",1,0
36,40.352,799,"Redmond",0,1
30,85.651,465,"Redmond",0,1
29,119.312,629,"Kirkland",1,1
41,64.896,602,"Kirkland",1,0
56,76.051,738,"Redmond",1,1
42,44.878,799,"Kirkland",0,1
22,45.058,799,"Redmond",1,1
27,70.09,726,"Redmond",0,0
55,50.302,667,"Bellevue",1,0
66,54.572,654,"Kirkland",0,1
48,37.727,423,"Redmond",0,1
43,143.465,785,"Redmond",1,1
52,84.466,600,"Kirkland",0,0
21,93.109,621,"Redmond",0,1
33,37.258,644,"Kirkland",0,0
44,26.866,711,"Kirkland",0,0
50,81.887,599,"Bellevue",0,1
29,52.58,686,"Kirkland",0,1
43,49.839,574,"Bellevue",0,1
37,45.714,485,"Redmond",0,1
34,29.968,756,"Kirkland",1,0
49,73.919,675,"Bellevue",1,1
34,97.831,763,"Bellevue",1,1
52,23.625,710,"Redmond",0,1
24,82.041,661,"Redmond",1,1
55,33.436,672,"Bellevue",1,0
50,65.832,553,"Redmond",0,1
26,100.37,716,"Kirkland",0,1
47,36.535,706,"Kirkland",1,0
63,55.227,684,"Redmond",1,0
68,96.104,540,"Redmond",0,0
42,195.184,599,"Redmond",1,1
61,50.973,764,"Kirkland",0,1
18,50.639,730,"Bellevue",0,1
32,59.661,763,"Redmond",0,1
30,52.931,666,"Kirkland",0,1
19,133.745,754,"Bellevue",0,1
48,82.185,501,"Kirkland",1,1
63,31.808,772,"Kirkland",1,0
30,74.772,799,"Bellevue",0,1
60,83.676,625,"Kirkland",0,1
18,125.771,574,"Bellevue",1,1
51,31.321,799,"Redmond",1,0
39,45.799,710,"Bellevue",1,0
30,35.869,799,"Bellevue",0,1
28,73.496,589,"Kirkland",0,1
29,55.514,493,"Kirkland",0,1
45,50.797,712,"Bellevue",1,1
31,31.055,637,"Redmond",0,1
49,84.821,752,"Kirkland",1,0
22,21.396,520,"Redmond",0,1
18,39.113,402,"Redmond",0,1
26,30.874,636,"Bellevue",0,0
30,36.499,799,"Bellevue",0,1
45,86.966,711,"Redmond",0,1
68,38.215,744,"Redmond",1,1
18,50.093,704,"Redmond",1,1
19,36.409,523,"Bellevue",1,0
48,150.303,688,"Kirkland",0,1
25,83.09,635,"Bellevue",0,1
19,119.212,655,"Kirkland",0,1
42,29.154,714,"Kirkland",1,0
22,125.937,609,"Redmond",1,1
65,46.042,547,"Kirkland",1,0
69,25.397,744,"Kirkland",0,0
32,183.157,730,"Redmond",0,1
46,53.075,668,"Bellevue",0,1
57,54.719,744,"Redmond",0,1
53,36.907,799,"Kirkland",0,1
28,96.992,606,"Bellevue",1,1
40,56.815,376,"Kirkland",0,0
65,31.338,666,"Kirkland",1,0
27,104.127,676,"Bellevue",0,1
61,95.911,799,"Redmond",0,1
28,40.953,646,"Kirkland",0,0
37,69.766,619,"Redmond",1,0
23,49.391,656,"Redmond",1,0
41,59.568,673,"Redmond",0,1
18,16.274,689,"Kirkland",0,0
62,118.541,721,"Bellevue",1,0
27,111.685,659,"Bellevue",1,0
64,87.449,709,"Redmond",0,1
18,54.047,660,"Kirkland",0,0
28,87.266,638,"Kirkland",0,1
33,43.898,703,"Bellevue",1,0
60,43.382,736,"Kirkland",0,0
39,23.845,739,"Bellevue",1,0
63,80.984,654,"Kirkland",1,0
25,38.863,638,"Kirkland",1,1
65,83.248,620,"Redmond",1,1
25,130.399,691,"Kirkland",1,1
20,111.759,533,"Kirkland",0,1
67,35.984,538,"Redmond",1,0
22,64.492,746,"Kirkland",0,1
31,52.221,574,"Kirkland",0,1
42,53.204,528,"Bellevue",1,0
21,67.868,493,"Kirkland",1,0
34,59.583,533,"Redmond",0,0
48,31.496,788,"Bellevue",1,1
38,63.628,743,"Bellevue",1,1
45,30.498,774,"Redmond",1,1
62,61.913,339,"Redmond",1,0
31,46.375,534,"Kirkland",1,0
47,85.695,513,"Redmond",0,1
67,65.284,585,"Bellevue",0,1
54,47.376,799,"Bellevue",1,0
28,58.209,699,"Redmond",1,1
21,43.408,633,"Redmond",1,0
31,115.583,627,"Redmond",1,1
51,58.113,716,"Redmond",1,0
44,81.369,668,"Bellevue",1,0
52,42.044,728,"Redmond",1,1
46,103.408,645,"Bellevue",1,1
64,33.556,606,"Redmond",1,0
23,55.98,708,"Kirkland",1,0
39,47.55,728,"Bellevue",1,0
18,41.14,555,"Bellevue",0,1
39,119.265,679,"Bellevue",1,0
24,56.809,495,"Bellevue",0,0
25,59.245,615,"Kirkland",1,0
70,64.934,485,"Kirkland",1,0
28,63.441,797,"Bellevue",0,1
42,28.38,646,"Kirkland",1,0
30,24.196,523,"Redmond",0,1
40,84.385,775,"Bellevue",1,0
26,104.052,493,"Kirkland",1,0
63,107.712,731,"Redmond",0,1
52,98.572,793,"Bellevue",1,1
49,69.396,473,"Redmond",1,0
48,75.356,582,"Bellevue",0,1
23,66.855,586,"Kirkland",1,0
57,44.679,619,"Bellevue",0,1
34,64.229,601,"Kirkland",0,1
22,46.61,537,"Bellevue",0,0
54,139.303,506,"Bellevue",1,0
27,34.742,679,"Kirkland",0,1
25,55.978,581,"Bellevue",1,1
47,84.441,531,"Redmond",0,0
36,33.208,617,"Kirkland",0,0
18,91.607,689,"Redmond",1,1
23,60.953,528,"Kirkland",0,0
63,56.75,671,"Kirkland",0,0
21,49.347,462,"Bellevue",0,0
69,76.08,665,"Redmond",1,0
22,95.154,592,"Kirkland",1,1
21,144.769,799,"Kirkland",0,1
68,41.682,734,"Kirkland",0,0
56,27.242,627,"Kirkland",0,0
32,56.411,739,"Kirkland",0,0
29,104.052,675,"Redmond",0,1
26,65.259,494,"Kirkland",1,0
29,62.067,622,"Bellevue",0,1
41,58.525,557,"Kirkland",1,0
52,83.919,594,"Redmond",0,1
25,66.038,603,"Kirkland",1,1
45,265.108,618,"Redmond",0,1
22,29.168,662,"Redmond",0,1
63,77.473,677,"Kirkland",1,0
51,109.845,669,"Redmond",1,1
57,111.817,531,"Redmond",1,0
35,64.39,530,"Bellevue",1,1
47,83.937,733,"Bellevue",1,1
48,137.424,694,"Bellevue",0,1
23,67.624,725,"Bellevue",0,1
39,53.278,573,"Kirkland",1,0
38,40.171,799,"Kirkland",0,1
22,49.872,455,"Kirkland",0,1
33,113.539,758,"Bellevue",1,0
34,48.097,754,"Bellevue",0,1
42,80.183,354,"Bellevue",1,0
63,52.863,454,"Redmond",1,0
28,68.109,638,"Kirkland",1,1
49,59.419,629,"Kirkland",1,0
34,56.065,574,"Bellevue",1,0
59,167.024,742,"Kirkland",1,1
36,40.584,603,"Bellevue",0,0
48,114.8,561,"Kirkland",0,1
40,33.954,641,"Kirkland",1,0
35,63.018,640,"Kirkland",0,1
54,91.534,556,"Redmond",1,1
44,89.318,646,"Redmond",1,1
36,44.404,561,"Kirkland",1,0
55,81.148,725,"Kirkland",0,1
54,53.276,620,"Kirkland",1,0
